nr,name_de,name_en,typ1,typ2,region,generation,entwicklungsstufe,entwickelt_aus_de,entwickelt_aus_en,hp,angriff,verteidigung,spezial_angriff,spezial_verteidigung,initiative,sprite_url,sprite_bulbapedia
376,Metagross,Metagross,Stahl,Psycho,Hoenn,III,2,,metang,80,135,130,95,90,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/376.png,https://archives.bulbagarden.net/media/upload/f/fe/0376Metagross.png
377,Regirock,Regirock,Gestein,,Hoenn,III,0,,,80,100,200,50,100,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/377.png,https://archives.bulbagarden.net/media/upload/9/9c/0377Regirock.png
378,Regice,Regice,Eis,,Hoenn,III,0,,,80,50,100,100,200,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/378.png,https://archives.bulbagarden.net/media/upload/1/1c/0378Regice.png
379,Registeel,Registeel,Stahl,,Hoenn,III,0,,,80,75,150,75,150,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/379.png,https://archives.bulbagarden.net/media/upload/2/22/0379Registeel.png
380,Latias,Latias,Drache,Psycho,Hoenn,III,0,,,80,80,90,110,130,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/380.png,https://archives.bulbagarden.net/media/upload/f/f7/0380Latias.png
381,Latios,Latios,Drache,Psycho,Hoenn,III,0,,,80,90,80,130,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/381.png,https://archives.bulbagarden.net/media/upload/b/b9/0381Latios.png
382,Kyogre,Kyogre,Wasser,,Hoenn,III,0,,,100,100,90,150,140,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/382.png,https://archives.bulbagarden.net/media/upload/5/51/0382Kyogre.png
383,Groudon,Groudon,Boden,,Hoenn,III,0,,,100,150,140,100,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/383.png,https://archives.bulbagarden.net/media/upload/2/28/0383Groudon.png
384,Rayquaza,Rayquaza,Drache,Flug,Hoenn,III,0,,,105,150,90,150,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/384.png,https://archives.bulbagarden.net/media/upload/8/80/0384Rayquaza.png
385,Jirachi,Jirachi,Stahl,Psycho,Hoenn,III,0,,,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/385.png,https://archives.bulbagarden.net/media/upload/6/61/0385Jirachi.png
386,Deoxys,Deoxys,Psycho,,Hoenn,III,0,,,50,150,50,150,50,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/386.png,https://archives.bulbagarden.net/media/upload/d/d7/0386Deoxys.png
387,Chelast,Turtwig,Pflanze,,Sinnoh,IV,0,,,55,68,64,45,55,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/387.png,https://archives.bulbagarden.net/media/upload/6/68/0387Turtwig.png
388,Chelcarain,Grotle,Pflanze,,Sinnoh,IV,1,,turtwig,75,89,85,55,65,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/388.png,https://archives.bulbagarden.net/media/upload/f/f8/0388Grotle.png
389,Chelterrar,Torterra,Pflanze,Boden,Sinnoh,IV,2,,grotle,95,109,105,75,85,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/389.png,https://archives.bulbagarden.net/media/upload/a/ac/0389Torterra.png
390,Panflam,Chimchar,Feuer,,Sinnoh,IV,0,,,44,58,44,58,44,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/390.png,https://archives.bulbagarden.net/media/upload/9/91/0390Chimchar.png
391,Panpyro,Monferno,Feuer,Kampf,Sinnoh,IV,1,,chimchar,64,78,52,78,52,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/391.png,https://archives.bulbagarden.net/media/upload/5/52/0391Monferno.png
392,Panferno,Infernape,Feuer,Kampf,Sinnoh,IV,2,,monferno,76,104,71,104,71,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/392.png,https://archives.bulbagarden.net/media/upload/8/82/0392Infernape.png
393,Plinfa,Piplup,Wasser,,Sinnoh,IV,0,,,53,51,53,61,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/393.png,https://archives.bulbagarden.net/media/upload/b/ba/0393Piplup.png
394,Pliprin,Prinplup,Wasser,,Sinnoh,IV,1,,piplup,64,66,68,81,76,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/394.png,https://archives.bulbagarden.net/media/upload/a/ac/0394Prinplup.png
395,Impoleon,Empoleon,Wasser,Stahl,Sinnoh,IV,2,,prinplup,84,86,88,111,101,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/395.png,https://archives.bulbagarden.net/media/upload/7/7f/0395Empoleon.png
396,Staralili,Starly,Normal,Flug,Sinnoh,IV,0,,,40,55,30,30,30,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/396.png,https://archives.bulbagarden.net/media/upload/9/9b/0396Starly.png
397,Staravia,Staravia,Normal,Flug,Sinnoh,IV,1,,starly,55,75,50,40,40,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/397.png,https://archives.bulbagarden.net/media/upload/8/87/0397Staravia.png
398,Staraptor,Staraptor,Normal,Flug,Sinnoh,IV,2,,staravia,85,120,70,50,60,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/398.png,https://archives.bulbagarden.net/media/upload/3/3c/0398Staraptor.png
399,Bidiza,Bidoof,Normal,,Sinnoh,IV,0,,,59,45,40,35,40,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/399.png,https://archives.bulbagarden.net/media/upload/7/70/0399Bidoof.png
400,Bidifas,Bibarel,Normal,Wasser,Sinnoh,IV,1,,bidoof,79,85,60,55,60,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/400.png,https://archives.bulbagarden.net/media/upload/d/dc/0400Bibarel.png
401,Zirpurze,Kricketot,Käfer,,Sinnoh,IV,0,,,37,25,41,25,41,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/401.png,https://archives.bulbagarden.net/media/upload/7/72/0401Kricketot.png
402,Zirpeise,Kricketune,Käfer,,Sinnoh,IV,1,,kricketot,77,85,51,55,51,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/402.png,https://archives.bulbagarden.net/media/upload/1/11/0402Kricketune.png
403,Sheinux,Shinx,Elektro,,Sinnoh,IV,0,,,45,65,34,40,34,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/403.png,https://archives.bulbagarden.net/media/upload/5/58/0403Shinx.png
404,Luxio,Luxio,Elektro,,Sinnoh,IV,1,,shinx,60,85,49,60,49,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/404.png,https://archives.bulbagarden.net/media/upload/0/0f/0404Luxio.png
405,Luxtra,Luxray,Elektro,,Sinnoh,IV,2,,luxio,80,120,79,95,79,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/405.png,https://archives.bulbagarden.net/media/upload/f/f4/0405Luxray.png
406,Knospi,Budew,Pflanze,Gift,Sinnoh,IV,0,,,40,30,35,50,70,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/406.png,https://archives.bulbagarden.net/media/upload/f/f9/0406Budew.png
407,Roserade,Roserade,Pflanze,Gift,Sinnoh,IV,2,,roselia,60,70,65,125,105,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/407.png,https://archives.bulbagarden.net/media/upload/b/b9/0407Roserade.png
408,Koknodon,Cranidos,Gestein,,Sinnoh,IV,0,,,67,125,40,30,30,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/408.png,https://archives.bulbagarden.net/media/upload/0/07/0408Cranidos.png
409,Rameidon,Rampardos,Gestein,,Sinnoh,IV,1,,cranidos,97,165,60,65,50,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/409.png,https://archives.bulbagarden.net/media/upload/1/1f/0409Rampardos.png
410,Schilterus,Shieldon,Gestein,Stahl,Sinnoh,IV,0,,,30,42,118,42,88,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/410.png,https://archives.bulbagarden.net/media/upload/1/11/0410Shieldon.png
411,Bollterus,Bastiodon,Gestein,Stahl,Sinnoh,IV,1,,shieldon,60,52,168,47,138,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/411.png,https://archives.bulbagarden.net/media/upload/b/b0/0411Bastiodon.png
412,Burmy,Burmy,Käfer,,Sinnoh,IV,0,,,40,29,45,29,45,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/412.png,https://archives.bulbagarden.net/media/upload/2/2f/0412Burmy.png
413,Burmadame,Wormadam,Käfer,Pflanze,Sinnoh,IV,1,,burmy,60,59,85,79,105,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/413.png,https://archives.bulbagarden.net/media/upload/d/dc/0413Wormadam.png
414,Moterpel,Mothim,Käfer,Flug,Sinnoh,IV,1,,burmy,70,94,50,94,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/414.png,https://archives.bulbagarden.net/media/upload/2/22/0414Mothim.png
415,Wadribie,Combee,Käfer,Flug,Sinnoh,IV,0,,,30,30,42,30,42,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/415.png,https://archives.bulbagarden.net/media/upload/3/30/0415Combee.png
416,Honweisel,Vespiquen,Käfer,Flug,Sinnoh,IV,1,,combee,70,80,102,80,102,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/416.png,https://archives.bulbagarden.net/media/upload/6/6c/0416Vespiquen.png
417,Pachirisu,Pachirisu,Elektro,,Sinnoh,IV,0,,,60,45,70,45,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/417.png,https://archives.bulbagarden.net/media/upload/9/92/0417Pachirisu.png
418,Bamelin,Buizel,Wasser,,Sinnoh,IV,0,,,55,65,35,60,30,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/418.png,https://archives.bulbagarden.net/media/upload/b/b3/0418Buizel.png
419,Bojelin,Floatzel,Wasser,,Sinnoh,IV,1,,buizel,85,105,55,85,50,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/419.png,https://archives.bulbagarden.net/media/upload/1/1c/0419Floatzel.png
420,Kikugi,Cherubi,Pflanze,,Sinnoh,IV,0,,,45,35,45,62,53,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/420.png,https://archives.bulbagarden.net/media/upload/b/bc/0420Cherubi.png
421,Kinoso,Cherrim,Pflanze,,Sinnoh,IV,1,,cherubi,70,60,70,87,78,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/421.png,https://archives.bulbagarden.net/media/upload/2/21/0421Cherrim.png
422,Schalellos,Shellos,Wasser,,Sinnoh,IV,0,,,76,48,48,57,62,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/422.png,https://archives.bulbagarden.net/media/upload/2/2c/0422Shellos.png
423,Gastrodon,Gastrodon,Wasser,Boden,Sinnoh,IV,1,,shellos,111,83,68,92,82,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/423.png,https://archives.bulbagarden.net/media/upload/4/41/0423Gastrodon.png
424,Ambidiffel,Ambipom,Normal,,Sinnoh,IV,1,,aipom,75,100,66,60,66,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/424.png,https://archives.bulbagarden.net/media/upload/9/9d/0424Ambipom.png
425,Driftlon,Drifloon,Geist,Flug,Sinnoh,IV,0,,,90,50,34,60,44,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/425.png,https://archives.bulbagarden.net/media/upload/f/ff/0425Drifloon.png
426,Drifzepeli,Drifblim,Geist,Flug,Sinnoh,IV,1,,drifloon,150,80,44,90,54,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/426.png,https://archives.bulbagarden.net/media/upload/e/ea/0426Drifblim.png
427,Haspiror,Buneary,Normal,,Sinnoh,IV,0,,,55,66,44,44,56,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/427.png,https://archives.bulbagarden.net/media/upload/6/6c/0427Buneary.png
428,Schlapor,Lopunny,Normal,,Sinnoh,IV,1,,buneary,65,76,84,54,96,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/428.png,https://archives.bulbagarden.net/media/upload/4/4b/0428Lopunny.png
429,Traunmagil,Mismagius,Geist,,Sinnoh,IV,1,,misdreavus,60,60,60,105,105,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/429.png,https://archives.bulbagarden.net/media/upload/a/a5/0429Mismagius.png
430,Kramshef,Honchkrow,Unlicht,Flug,Sinnoh,IV,1,,murkrow,100,125,52,105,52,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/430.png,https://archives.bulbagarden.net/media/upload/c/c5/0430Honchkrow.png
431,Charmian,Glameow,Normal,,Sinnoh,IV,0,,,49,55,42,42,37,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/431.png,https://archives.bulbagarden.net/media/upload/b/b6/0431Glameow.png
432,Shnurgarst,Purugly,Normal,,Sinnoh,IV,1,,glameow,71,82,64,64,59,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/432.png,https://archives.bulbagarden.net/media/upload/6/6a/0432Purugly.png
433,Klingplim,Chingling,Psycho,,Sinnoh,IV,0,,,45,30,50,65,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/433.png,https://archives.bulbagarden.net/media/upload/2/2f/0433Chingling.png
434,Skunkapuh,Stunky,Gift,Unlicht,Sinnoh,IV,0,,,63,63,47,41,41,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/434.png,https://archives.bulbagarden.net/media/upload/9/93/0434Stunky.png
435,Skuntank,Skuntank,Gift,Unlicht,Sinnoh,IV,1,,stunky,103,93,67,71,61,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/435.png,https://archives.bulbagarden.net/media/upload/e/e6/0435Skuntank.png
436,Bronzel,Bronzor,Stahl,Psycho,Sinnoh,IV,0,,,57,24,86,24,86,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/436.png,https://archives.bulbagarden.net/media/upload/7/7d/0436Bronzor.png
437,Bronzong,Bronzong,Stahl,Psycho,Sinnoh,IV,1,,bronzor,67,89,116,79,116,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/437.png,https://archives.bulbagarden.net/media/upload/2/21/0437Bronzong.png
438,Mobai,Bonsly,Gestein,,Sinnoh,IV,0,,,50,80,95,10,45,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/438.png,https://archives.bulbagarden.net/media/upload/4/47/0438Bonsly.png
439,Pantimimi,Mime Jr.,Psycho,Fee,Sinnoh,IV,0,,,20,25,45,70,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/439.png,
440,Wonneira,Happiny,Normal,,Sinnoh,IV,0,,,100,5,5,15,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/440.png,https://archives.bulbagarden.net/media/upload/7/71/0440Happiny.png
441,Plaudagei,Chatot,Normal,Flug,Sinnoh,IV,0,,,76,65,45,92,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/441.png,https://archives.bulbagarden.net/media/upload/b/b1/0441Chatot.png
442,Kryppuk,Spiritomb,Geist,Unlicht,Sinnoh,IV,0,,,50,92,108,92,108,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/442.png,https://archives.bulbagarden.net/media/upload/3/39/0442Spiritomb.png
443,Kaumalat,Gible,Drache,Boden,Sinnoh,IV,0,,,58,70,45,40,45,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/443.png,https://archives.bulbagarden.net/media/upload/6/68/0443Gible.png
444,Knarksel,Gabite,Drache,Boden,Sinnoh,IV,1,,gible,68,90,65,50,55,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/444.png,https://archives.bulbagarden.net/media/upload/f/f2/0444Gabite.png
445,Knakrack,Garchomp,Drache,Boden,Sinnoh,IV,2,,gabite,108,130,95,80,85,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/445.png,https://archives.bulbagarden.net/media/upload/a/a8/0445Garchomp.png
446,Mampfaxo,Munchlax,Normal,,Sinnoh,IV,0,,,135,85,40,40,85,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/446.png,https://archives.bulbagarden.net/media/upload/5/57/0446Munchlax.png
447,Riolu,Riolu,Kampf,,Sinnoh,IV,0,,,40,70,40,35,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/447.png,https://archives.bulbagarden.net/media/upload/b/b2/0447Riolu.png
448,Lucario,Lucario,Kampf,Stahl,Sinnoh,IV,1,,riolu,70,110,70,115,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/448.png,https://archives.bulbagarden.net/media/upload/4/42/0448Lucario.png
449,Hippopotas,Hippopotas,Boden,,Sinnoh,IV,0,,,68,72,78,38,42,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/449.png,https://archives.bulbagarden.net/media/upload/d/d3/0449Hippopotas.png
450,Hippoterus,Hippowdon,Boden,,Sinnoh,IV,1,,hippopotas,108,112,118,68,72,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/450.png,https://archives.bulbagarden.net/media/upload/7/70/0450Hippowdon.png
451,Pionskora,Skorupi,Gift,Käfer,Sinnoh,IV,0,,,40,50,90,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/451.png,https://archives.bulbagarden.net/media/upload/3/35/0451Skorupi.png
452,Piondragi,Drapion,Gift,Unlicht,Sinnoh,IV,1,,skorupi,70,90,110,60,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/452.png,https://archives.bulbagarden.net/media/upload/1/11/0452Drapion.png
453,Glibunkel,Croagunk,Gift,Kampf,Sinnoh,IV,0,,,48,61,40,61,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/453.png,https://archives.bulbagarden.net/media/upload/a/ab/0453Croagunk.png
454,Toxiquak,Toxicroak,Gift,Kampf,Sinnoh,IV,1,,croagunk,83,106,65,86,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/454.png,https://archives.bulbagarden.net/media/upload/6/61/0454Toxicroak.png
455,Venuflibis,Carnivine,Pflanze,,Sinnoh,IV,0,,,74,100,72,90,72,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/455.png,https://archives.bulbagarden.net/media/upload/8/85/0455Carnivine.png
456,Finneon,Finneon,Wasser,,Sinnoh,IV,0,,,49,49,56,49,61,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/456.png,https://archives.bulbagarden.net/media/upload/b/ba/0456Finneon.png
